id_anuncio,titulo_anuncio,provincia,municipio,tamano_m2,habitaciones,banos,planta,tiene_ascensor,tiene_terraza,tiene_trastero,calefaccion,estado,url_foto,precio_actual,precio_anterior,bajada_precio,precio_m2,tiene_imagen,path_imagen
100048,Piso en venta en Norte,Madrid,Móstoles,168,4,3,6,True,False,False,Central,Obra nueva,https://img-portal-inmo.com/fotos/3184.jpg,387524,406691,19167,2306.690476190476,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_48.jpg
100049,Piso en venta en El Bercial,Madrid,Getafe,130,1,1,Ático,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/6835.jpg,308176,318771,10595,2370.5846153846155,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_49.jpg
100050,Piso en venta en Loranca,Madrid,Leganés,114,2,2,Ático,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/9437.jpg,280892,300141,19249,2463.964912280702,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_50.jpg
100051,Piso en venta en Centro,Madrid,Alcorcón,91,1,1,4,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2438.jpg,221453,238427,16974,2433.5494505494507,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_51.jpg
100052,Piso en venta en Centro,Madrid,Getafe,152,1,3,3,False,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2218.jpg,335567,352609,17042,2207.6776315789475,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_52.jpg
100053,Piso en venta en Norte,Madrid,Leganés,64,3,3,1,True,True,True,Central,A reformar,https://img-portal-inmo.com/fotos/1420.jpg,145357,164378,19021,2271.203125,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_53.jpg
100054,Piso en venta en Centro,Madrid,Móstoles,81,3,1,Bajo,True,True,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9241.jpg,192350,203762,11412,2374.6913580246915,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_54.jpg
100055,Piso en venta en La Fortuna,Madrid,Fuenlabrada,174,3,1,5,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1833.jpg,399614,441828,42214,2296.632183908046,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_55.jpg
100056,Piso en venta en Centro,Madrid,Alcorcón,80,5,1,5,False,False,True,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/8544.jpg,156722,176324,19602,1959.025,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_56.jpg
100057,Piso en venta en El Bercial,Madrid,Móstoles,177,3,1,Ático,True,True,False,No tiene,A reformar,https://img-portal-inmo.com/fotos/4038.jpg,409178,419058,9880,2311.74011299435,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_57.jpg
100058,Piso en venta en El Bercial,Madrid,Pinto,108,3,1,2,True,False,False,Central,A reformar,https://img-portal-inmo.com/fotos/1850.jpg,254661,281970,27309,2357.972222222222,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_58.jpg
100059,Piso en venta en El Bercial,Madrid,Leganés,51,2,2,4,True,False,True,Central,A reformar,https://img-portal-inmo.com/fotos/3548.jpg,127384,130434,3050,2497.725490196078,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_59.jpg
100060,Piso en venta en El Bercial,Madrid,Alcorcón,164,4,3,2,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6729.jpg,359736,400952,41216,2193.512195121951,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_60.jpg
100061,Piso en venta en La Fortuna,Madrid,Getafe,66,4,2,Bajo,True,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4731.jpg,164009,177966,13957,2484.9848484848485,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_61.jpg
100062,Piso en venta en Sur,Madrid,Pinto,90,4,1,5,True,False,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/2528.jpg,216508,233208,16700,2405.6444444444446,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_62.jpg
100063,Piso en venta en Loranca,Madrid,Pinto,154,5,2,3,False,True,False,Central,A reformar,https://img-portal-inmo.com/fotos/7763.jpg,307764,332237,24473,1998.4675324675325,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_63.jpg
100064,Piso en venta en Norte,Madrid,Parla,90,1,3,Ático,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/6128.jpg,232416,246413,13997,2582.4,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_64.jpg
100065,Piso en venta en El Bercial,Madrid,Fuenlabrada,72,3,1,3,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4000.jpg,182122,183477,1355,2529.472222222222,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_65.jpg
100066,Piso en venta en Centro,Madrid,Pinto,131,2,1,2,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4050.jpg,316762,343022,26260,2418.030534351145,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_66.jpg
100067,Piso en venta en El Bercial,Madrid,Leganés,79,5,3,3,False,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4355.jpg,226355,227117,762,2865.253164556962,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_67.jpg
100068,Piso en venta en Centro,Madrid,Fuenlabrada,173,4,2,3,True,False,False,Central,Buen estado,https://img-portal-inmo.com/fotos/1171.jpg,377354,429013,51659,2181.2369942196533,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_68.jpg
100069,Piso en venta en Loranca,Madrid,Alcorcón,53,5,3,6,True,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/3174.jpg,149083,154652,5569,2812.8867924528304,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_69.jpg
100070,Piso en venta en Loranca,Madrid,Parla,53,2,3,6,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6580.jpg,146543,160807,14264,2764.9622641509436,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_70.jpg
100071,Piso en venta en Loranca,Madrid,Móstoles,66,5,2,3,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/3763.jpg,156750,169923,13173,2375.0,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_71.jpg
100072,Piso en venta en Centro,Madrid,Fuenlabrada,114,4,2,Ático,False,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3575.jpg,286761,313289,26528,2515.4473684210525,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_72.jpg
100073,Piso en venta en El Bercial,Madrid,Getafe,109,1,1,1,True,False,True,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6563.jpg,230048,241238,11190,2110.532110091743,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_73.jpg
100074,Piso en venta en Loranca,Madrid,Leganés,87,4,1,Ático,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/4915.jpg,232185,247838,15653,2668.793103448276,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_74.jpg
100075,Piso en venta en La Fortuna,Madrid,Getafe,61,4,1,6,True,False,False,Gas Natural,Obra nueva,https://img-portal-inmo.com/fotos/4681.jpg,134654,149782,15128,2207.44262295082,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_75.jpg
100076,Piso en venta en Centro,Madrid,Fuenlabrada,112,4,3,4,False,True,True,Central,A reformar,https://img-portal-inmo.com/fotos/1957.jpg,240962,255101,14139,2151.4464285714284,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_76.jpg
100077,Piso en venta en Centro,Madrid,Parla,73,5,2,Ático,True,False,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3862.jpg,194838,203162,8324,2669.013698630137,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_77.jpg
100078,Piso en venta en El Bercial,Madrid,Móstoles,179,2,2,4,True,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/5964.jpg,429039,431039,2000,2396.8659217877093,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_78.jpg
100079,Piso en venta en Centro,Madrid,Móstoles,88,4,1,Ático,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2860.jpg,232066,248634,16568,2637.1136363636365,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_79.jpg
100080,Piso en venta en Centro,Madrid,Getafe,177,5,3,Ático,True,True,False,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/3479.jpg,405904,448193,42289,2293.2429378531074,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_80.jpg
100081,Piso en venta en Loranca,Madrid,Alcorcón,178,2,3,5,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/9292.jpg,408663,426364,17701,2295.8595505617977,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_81.jpg
100082,Piso en venta en El Bercial,Madrid,Alcorcón,51,1,2,Ático,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2977.jpg,129653,146489,16836,2542.2156862745096,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_82.jpg
100083,Piso en venta en Loranca,Madrid,Parla,98,4,2,6,True,False,False,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/3801.jpg,228160,232124,3964,2328.1632653061224,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_83.jpg
100084,Piso en venta en Loranca,Madrid,Móstoles,90,3,2,Ático,True,False,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/1018.jpg,200921,212172,11251,2232.4555555555557,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_84.jpg
100085,Piso en venta en El Bercial,Madrid,Getafe,48,5,2,Bajo,False,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/7368.jpg,119713,132993,13280,2494.0208333333335,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_85.jpg
100086,Piso en venta en Norte,Madrid,Getafe,135,1,3,3,True,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2522.jpg,321982,368806,46824,2385.051851851852,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_86.jpg
100087,Piso en venta en Loranca,Madrid,Getafe,105,1,1,2,False,True,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3561.jpg,249191,263314,14123,2373.247619047619,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_87.jpg
100088,Piso en venta en La Fortuna,Madrid,Fuenlabrada,155,1,2,3,True,False,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8588.jpg,353435,392736,39301,2280.2258064516127,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_88.jpg
100089,Piso en venta en La Fortuna,Madrid,Parla,81,5,2,Bajo,True,True,False,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/8313.jpg,169643,187253,17610,2094.358024691358,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_89.jpg
100090,Piso en venta en Centro,Madrid,Alcorcón,47,2,2,3,True,True,False,Central,Buen estado,https://img-portal-inmo.com/fotos/6933.jpg,158643,180936,22293,3375.3829787234044,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_90.jpg
100091,Piso en venta en La Fortuna,Madrid,Alcorcón,57,3,3,1,True,False,False,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3399.jpg,144292,155137,10845,2531.438596491228,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_91.jpg
100092,Piso en venta en Centro,Madrid,Fuenlabrada,132,2,1,Ático,True,True,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/9856.jpg,283027,308074,25047,2144.1439393939395,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_92.jpg
100093,Piso en venta en Norte,Madrid,Leganés,120,4,3,Bajo,True,True,False,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8131.jpg,257865,264138,6273,2148.875,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_93.jpg
100094,Piso en venta en El Bercial,Madrid,Fuenlabrada,52,3,1,4,False,False,True,No tiene,A reformar,https://img-portal-inmo.com/fotos/1005.jpg,97523,101422,3899,1875.4423076923076,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_94.jpg
100095,Piso en venta en El Bercial,Madrid,Parla,127,2,3,4,True,True,True,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/5761.jpg,278943,305426,26483,2196.4015748031497,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_95.jpg
100096,Piso en venta en El Bercial,Madrid,Getafe,53,4,2,1,True,True,False,Central,A reformar,https://img-portal-inmo.com/fotos/1959.jpg,140421,152217,11796,2649.4528301886794,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_96.jpg
100097,Piso en venta en La Fortuna,Madrid,Fuenlabrada,122,3,2,Ático,False,False,True,No tiene,Buen estado,https://img-portal-inmo.com/fotos/1251.jpg,272454,290666,18212,2233.2295081967213,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_97.jpg
100098,Piso en venta en Norte,Madrid,Getafe,168,5,1,4,True,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4831.jpg,357459,395020,37561,2127.7321428571427,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_98.jpg
100099,Piso en venta en La Fortuna,Madrid,Parla,86,4,3,5,False,True,False,No tiene,Buen estado,https://img-portal-inmo.com/fotos/3247.jpg,214612,222497,7885,2495.4883720930234,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_99.jpg
