id_anuncio,titulo_anuncio,provincia,municipio,tamano_m2,habitaciones,banos,planta,tiene_ascensor,tiene_terraza,tiene_trastero,calefaccion,estado,url_foto,precio_actual,precio_anterior,bajada_precio,precio_m2,tiene_imagen,path_imagen,ratio_hab_m2,ratio_banos_hab,pct_bajada,estado_cod,planta_cod,municipio_cod,calefaccion_cod
100016,Piso en venta en Loranca,Madrid,Leganés,101,1,2,4,0,1,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/8440.jpg,207928,232306,24378,2058.6930693069307,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_16.jpg,0.009900990099009901,2.0,10.493917505359311,1,4,3,1
100017,Piso en venta en Loranca,Madrid,Fuenlabrada,111,2,2,1,0,0,0,Eléctrica,Obra nueva,https://img-portal-inmo.com/fotos/5081.jpg,241886,275711,33825,2179.153153153153,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_17.jpg,0.018018018018018018,1.0,12.268280917337357,2,1,1,1
100018,Piso en venta en Centro,Madrid,Pinto,90,1,3,6,0,1,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/2111.jpg,235357,248579,13222,2615.0777777777776,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_18.jpg,0.011111111111111112,3.0,5.319033385764686,1,6,6,2
100019,Piso en venta en El Bercial,Madrid,Móstoles,138,3,2,6,1,1,1,Central,Buen estado,https://img-portal-inmo.com/fotos/6329.jpg,337020,366820,29800,2442.1739130434785,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_19.jpg,0.021739130434782608,0.6666666666666666,8.123875470257893,1,6,4,0
100020,Piso en venta en La Fortuna,Madrid,Fuenlabrada,157,1,1,5,1,0,1,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/5210.jpg,342275,376650,34375,2180.0955414012737,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_20.jpg,0.006369426751592357,1.0,9.12651002256737,0,5,1,2
100021,Piso en venta en Norte,Madrid,Pinto,137,2,2,Ático,0,0,1,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/8180.jpg,310491,332482,21991,2266.3576642335765,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_21.jpg,0.014598540145985401,1.0,6.614192648023051,1,2,6,1
100022,Piso en venta en El Bercial,Madrid,Getafe,93,1,2,1,0,0,0,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/2471.jpg,218111,226089,7978,2345.2795698924733,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_22.jpg,0.010752688172043012,2.0,3.5286988752217043,0,1,2,2
100023,Piso en venta en Centro,Madrid,Parla,67,3,1,2,1,0,0,No tiene,A reformar,https://img-portal-inmo.com/fotos/5077.jpg,159713,181250,21537,2383.776119402985,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_23.jpg,0.04477611940298507,0.3333333333333333,11.88248275862069,0,2,5,3
100024,Piso en venta en Loranca,Madrid,Getafe,106,2,2,Bajo,1,0,0,Central,Buen estado,https://img-portal-inmo.com/fotos/4752.jpg,260979,296239,35260,2462.066037735849,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_24.jpg,0.018867924528301886,1.0,11.902551655926464,1,0,2,0
100025,Piso en venta en La Fortuna,Madrid,Parla,55,1,1,Ático,1,0,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/1841.jpg,150104,167389,17285,2729.163636363636,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_25.jpg,0.01818181818181818,1.0,10.326246049620943,1,2,5,2
100026,Piso en venta en El Bercial,Madrid,Alcorcón,117,3,3,1,0,1,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/8266.jpg,268866,282824,13958,2298.0,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_26.jpg,0.02564102564102564,1.0,4.935224733403106,1,1,0,2
100027,Piso en venta en Norte,Madrid,Parla,162,3,3,2,1,1,0,Central,A reformar,https://img-portal-inmo.com/fotos/8668.jpg,377181,377342,161,2328.277777777778,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_27.jpg,0.018518518518518517,1.0,0.04266686454198049,0,2,5,0
100028,Piso en venta en Norte,Madrid,Alcorcón,132,5,1,3,0,1,1,Central,A reformar,https://img-portal-inmo.com/fotos/6100.jpg,294994,316729,21735,2234.8030303030305,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_28.jpg,0.03787878787878788,0.2,6.8623334143700125,0,3,0,0
100029,Piso en venta en Sur,Madrid,Móstoles,133,2,3,1,0,1,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/2239.jpg,300558,324208,23650,2259.8345864661655,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_29.jpg,0.015037593984962405,1.5,7.294699698958692,1,1,4,2
100030,Piso en venta en Sur,Madrid,Alcorcón,99,2,3,Bajo,0,1,0,Gas Natural,Obra nueva,https://img-portal-inmo.com/fotos/2572.jpg,215146,230893,15747,2173.191919191919,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_30.jpg,0.020202020202020204,1.5,6.820042184041959,2,0,0,2
100031,Piso en venta en Centro,Madrid,Fuenlabrada,53,1,3,Ático,1,0,0,Central,A reformar,https://img-portal-inmo.com/fotos/2796.jpg,128058,129911,1853,2416.188679245283,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_31.jpg,0.018867924528301886,3.0,1.4263611241542287,0,2,1,0
100032,Piso en venta en El Bercial,Madrid,Alcorcón,56,5,1,4,0,0,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9246.jpg,139497,155983,16486,2491.0178571428573,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_32.jpg,0.08928571428571429,0.2,10.569100478898342,1,4,0,2
100033,Piso en venta en El Bercial,Madrid,Fuenlabrada,157,2,2,6,1,0,1,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1077.jpg,343011,370390,27379,2184.7834394904457,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_33.jpg,0.012738853503184714,1.0,7.391938227273955,1,6,1,1
100034,Piso en venta en Loranca,Madrid,Pinto,52,3,3,Ático,1,0,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1315.jpg,148467,153406,4939,2855.1346153846152,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_34.jpg,0.057692307692307696,1.0,3.2195611644916107,1,2,6,1
100035,Piso en venta en Loranca,Madrid,Pinto,80,2,2,4,1,1,0,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/7141.jpg,204854,234245,29391,2560.675,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_35.jpg,0.025,1.0,12.547119468932099,0,4,6,1
100036,Piso en venta en Loranca,Madrid,Parla,169,5,2,1,1,0,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/5091.jpg,396294,414250,17956,2344.9349112426034,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_36.jpg,0.029585798816568046,0.4,4.334580567290284,1,1,5,1
100037,Piso en venta en Sur,Madrid,Parla,94,4,3,4,1,1,0,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/9948.jpg,231679,244951,13272,2464.6702127659573,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_37.jpg,0.0425531914893617,0.75,5.418226502443345,0,4,5,1
100038,Piso en venta en El Bercial,Madrid,Parla,151,3,3,2,1,0,0,Central,A reformar,https://img-portal-inmo.com/fotos/5339.jpg,336250,356495,20245,2226.82119205298,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_38.jpg,0.019867549668874173,1.0,5.67890152737065,0,2,5,0
100039,Piso en venta en El Bercial,Madrid,Alcorcón,53,2,2,5,0,0,0,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/1034.jpg,104759,111066,6307,1976.5849056603774,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_39.jpg,0.03773584905660377,1.0,5.678605513838619,1,5,0,2
100040,Piso en venta en Norte,Madrid,Parla,111,3,3,Bajo,1,1,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/5663.jpg,265253,290825,25572,2389.6666666666665,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_40.jpg,0.02702702702702703,1.0,8.792916702484312,1,0,5,1
100041,Piso en venta en Sur,Madrid,Alcorcón,97,1,1,3,0,1,1,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/9641.jpg,220987,230397,9410,2278.216494845361,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_41.jpg,0.010309278350515464,1.0,4.0842545692869265,0,3,0,2
100042,Piso en venta en La Fortuna,Madrid,Alcorcón,126,3,1,Bajo,1,0,1,Central,A reformar,https://img-portal-inmo.com/fotos/5027.jpg,268590,304986,36396,2131.6666666666665,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_42.jpg,0.023809523809523808,0.3333333333333333,11.933662528771812,0,0,0,0
100043,Piso en venta en Sur,Madrid,Leganés,154,2,3,3,1,1,1,Central,Buen estado,https://img-portal-inmo.com/fotos/9535.jpg,344068,373630,29562,2234.2077922077924,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_43.jpg,0.012987012987012988,1.5,7.912105558975457,1,3,3,0
100044,Piso en venta en La Fortuna,Madrid,Leganés,97,1,2,Ático,1,0,1,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1653.jpg,232013,262635,30622,2391.8865979381444,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_44.jpg,0.010309278350515464,2.0,11.659527481104956,1,2,3,1
100045,Piso en venta en Norte,Madrid,Alcorcón,158,1,3,4,1,1,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/7303.jpg,365784,416118,50334,2315.0886075949365,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_45.jpg,0.006329113924050633,3.0,12.096088128848068,1,4,0,2
100046,Piso en venta en Centro,Madrid,Pinto,107,1,1,2,1,1,0,No tiene,Obra nueva,https://img-portal-inmo.com/fotos/9132.jpg,244231,272392,28161,2282.532710280374,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_46.jpg,0.009345794392523364,1.0,10.33840935122911,2,2,6,3
100047,Piso en venta en El Bercial,Madrid,Fuenlabrada,63,4,2,3,1,1,1,Central,A reformar,https://img-portal-inmo.com/fotos/3985.jpg,142176,147372,5196,2256.7619047619046,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_47.jpg,0.06349206349206349,0.5,3.5257715169774446,0,3,1,0
100048,Piso en venta en Norte,Madrid,Móstoles,168,4,3,6,1,0,0,Central,Obra nueva,https://img-portal-inmo.com/fotos/3184.jpg,387524,406691,19167,2306.690476190476,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_48.jpg,0.023809523809523808,0.75,4.712914719037303,2,6,4,0
100049,Piso en venta en El Bercial,Madrid,Getafe,130,1,1,Ático,1,0,0,Central,Buen estado,https://img-portal-inmo.com/fotos/6835.jpg,308176,318771,10595,2370.5846153846155,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_49.jpg,0.007692307692307693,1.0,3.3237025952799972,1,2,2,0
100050,Piso en venta en Loranca,Madrid,Leganés,114,2,2,Ático,1,0,1,No tiene,Buen estado,https://img-portal-inmo.com/fotos/9437.jpg,280892,300141,19249,2463.964912280702,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_50.jpg,0.017543859649122806,1.0,6.41331907336885,1,2,3,3
100051,Piso en venta en Centro,Madrid,Alcorcón,91,1,1,4,1,0,1,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2438.jpg,221453,238427,16974,2433.5494505494507,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_51.jpg,0.01098901098901099,1.0,7.1191601622299485,1,4,0,1
100052,Piso en venta en Centro,Madrid,Getafe,152,1,3,3,0,0,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2218.jpg,335567,352609,17042,2207.6776315789475,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_52.jpg,0.006578947368421052,3.0,4.8331154338091205,1,3,2,1
100053,Piso en venta en Norte,Madrid,Leganés,64,3,3,1,1,1,1,Central,A reformar,https://img-portal-inmo.com/fotos/1420.jpg,145357,164378,19021,2271.203125,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_53.jpg,0.046875,1.0,11.571499835744442,0,1,3,0
100054,Piso en venta en Centro,Madrid,Móstoles,81,3,1,Bajo,1,1,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/9241.jpg,192350,203762,11412,2374.6913580246915,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_54.jpg,0.037037037037037035,0.3333333333333333,5.600651740756373,1,0,4,2
100055,Piso en venta en La Fortuna,Madrid,Fuenlabrada,174,3,1,5,1,0,1,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/1833.jpg,399614,441828,42214,2296.632183908046,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_55.jpg,0.017241379310344827,0.3333333333333333,9.55439673357053,1,5,1,1
100056,Piso en venta en Centro,Madrid,Alcorcón,80,5,1,5,0,0,1,Eléctrica,A reformar,https://img-portal-inmo.com/fotos/8544.jpg,156722,176324,19602,1959.025,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_56.jpg,0.0625,0.2,11.117034550032894,0,5,0,1
100057,Piso en venta en El Bercial,Madrid,Móstoles,177,3,1,Ático,1,1,0,No tiene,A reformar,https://img-portal-inmo.com/fotos/4038.jpg,409178,419058,9880,2311.74011299435,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_57.jpg,0.01694915254237288,0.3333333333333333,2.357668866839435,0,2,4,3
100058,Piso en venta en El Bercial,Madrid,Pinto,108,3,1,2,1,0,0,Central,A reformar,https://img-portal-inmo.com/fotos/1850.jpg,254661,281970,27309,2357.972222222222,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_58.jpg,0.027777777777777776,0.3333333333333333,9.685072880093628,0,2,6,0
100059,Piso en venta en El Bercial,Madrid,Leganés,51,2,2,4,1,0,1,Central,A reformar,https://img-portal-inmo.com/fotos/3548.jpg,127384,130434,3050,2497.725490196078,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_59.jpg,0.0392156862745098,1.0,2.3383473634175136,0,4,3,0
100060,Piso en venta en El Bercial,Madrid,Alcorcón,164,4,3,2,1,1,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6729.jpg,359736,400952,41216,2193.512195121951,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_60.jpg,0.024390243902439025,0.75,10.279534707396397,1,2,0,1
100061,Piso en venta en La Fortuna,Madrid,Getafe,66,4,2,Bajo,1,0,1,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4731.jpg,164009,177966,13957,2484.9848484848485,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_61.jpg,0.06060606060606061,0.5,7.842509243338615,1,0,2,3
100062,Piso en venta en Sur,Madrid,Pinto,90,4,1,5,1,0,1,No tiene,A reformar,https://img-portal-inmo.com/fotos/2528.jpg,216508,233208,16700,2405.6444444444446,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_62.jpg,0.044444444444444446,0.25,7.160989331412301,0,5,6,3
100063,Piso en venta en Loranca,Madrid,Pinto,154,5,2,3,0,1,0,Central,A reformar,https://img-portal-inmo.com/fotos/7763.jpg,307764,332237,24473,1998.4675324675325,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_63.jpg,0.032467532467532464,0.4,7.3661271923355915,0,3,6,0
100064,Piso en venta en Norte,Madrid,Parla,90,1,3,Ático,1,0,0,No tiene,Buen estado,https://img-portal-inmo.com/fotos/6128.jpg,232416,246413,13997,2582.4,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_64.jpg,0.011111111111111112,3.0,5.6803009581475,1,2,5,3
100065,Piso en venta en El Bercial,Madrid,Fuenlabrada,72,3,1,3,1,0,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4000.jpg,182122,183477,1355,2529.472222222222,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_65.jpg,0.041666666666666664,0.3333333333333333,0.7385121840884689,1,3,1,2
100066,Piso en venta en Centro,Madrid,Pinto,131,2,1,2,1,0,0,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/4050.jpg,316762,343022,26260,2418.030534351145,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_66.jpg,0.015267175572519083,0.5,7.655485653981377,1,2,6,2
100067,Piso en venta en El Bercial,Madrid,Leganés,79,5,3,3,0,0,0,No tiene,Buen estado,https://img-portal-inmo.com/fotos/4355.jpg,226355,227117,762,2865.253164556962,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_67.jpg,0.06329113924050633,0.6,0.3355098913775719,1,3,3,3
100068,Piso en venta en Centro,Madrid,Fuenlabrada,173,4,2,3,1,0,0,Central,Buen estado,https://img-portal-inmo.com/fotos/1171.jpg,377354,429013,51659,2181.2369942196533,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_68.jpg,0.023121387283236993,0.5,12.041360052026395,1,3,1,0
100069,Piso en venta en Loranca,Madrid,Alcorcón,53,5,3,6,1,1,0,No tiene,Buen estado,https://img-portal-inmo.com/fotos/3174.jpg,149083,154652,5569,2812.8867924528304,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_69.jpg,0.09433962264150944,0.6,3.6009880247264827,1,6,0,3
100070,Piso en venta en Loranca,Madrid,Parla,53,2,3,6,1,0,1,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/6580.jpg,146543,160807,14264,2764.9622641509436,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_70.jpg,0.03773584905660377,1.5,8.87026062298283,1,6,5,1
100071,Piso en venta en Loranca,Madrid,Móstoles,66,5,2,3,1,0,0,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/3763.jpg,156750,169923,13173,2375.0,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_71.jpg,0.07575757575757576,0.4,7.7523348810932005,1,3,4,2
100072,Piso en venta en Centro,Madrid,Fuenlabrada,114,4,2,Ático,0,0,1,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3575.jpg,286761,313289,26528,2515.4473684210525,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_72.jpg,0.03508771929824561,0.5,8.467581051361522,1,2,1,1
100073,Piso en venta en El Bercial,Madrid,Getafe,109,1,1,1,1,0,1,Gas Natural,Buen estado,https://img-portal-inmo.com/fotos/6563.jpg,230048,241238,11190,2110.532110091743,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_73.jpg,0.009174311926605505,1.0,4.638572695843939,1,1,2,2
100074,Piso en venta en Loranca,Madrid,Leganés,87,4,1,Ático,1,0,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/4915.jpg,232185,247838,15653,2668.793103448276,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_74.jpg,0.04597701149425287,0.25,6.315819204480346,1,2,3,1
100075,Piso en venta en La Fortuna,Madrid,Getafe,61,4,1,6,1,0,0,Gas Natural,Obra nueva,https://img-portal-inmo.com/fotos/4681.jpg,134654,149782,15128,2207.44262295082,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_75.jpg,0.06557377049180328,0.25,10.100012017465383,2,6,2,2
100076,Piso en venta en Centro,Madrid,Fuenlabrada,112,4,3,4,0,1,1,Central,A reformar,https://img-portal-inmo.com/fotos/1957.jpg,240962,255101,14139,2151.4464285714284,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_76.jpg,0.03571428571428571,0.75,5.542510613443303,0,4,1,0
100077,Piso en venta en Centro,Madrid,Parla,73,5,2,Ático,1,0,1,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/3862.jpg,194838,203162,8324,2669.013698630137,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_77.jpg,0.0684931506849315,0.4,4.097222905858379,1,2,5,1
100078,Piso en venta en El Bercial,Madrid,Móstoles,179,2,2,4,1,1,0,Central,Buen estado,https://img-portal-inmo.com/fotos/5964.jpg,429039,431039,2000,2396.8659217877093,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_78.jpg,0.0111731843575419,1.0,0.46399513733096076,1,4,4,0
100079,Piso en venta en Centro,Madrid,Móstoles,88,4,1,Ático,1,0,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/2860.jpg,232066,248634,16568,2637.1136363636365,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_79.jpg,0.045454545454545456,0.25,6.663609964847929,1,2,4,1
100080,Piso en venta en Centro,Madrid,Getafe,177,5,3,Ático,1,1,0,Gas Natural,A reformar,https://img-portal-inmo.com/fotos/3479.jpg,405904,448193,42289,2293.2429378531074,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_80.jpg,0.02824858757062147,0.6,9.435444105552742,0,2,2,2
100081,Piso en venta en Loranca,Madrid,Alcorcón,178,2,3,5,1,0,0,Eléctrica,Buen estado,https://img-portal-inmo.com/fotos/9292.jpg,408663,426364,17701,2295.8595505617977,True,/content/drive/MyDrive/TFM_Mejorado/Data/Images/casa_dataset_81.jpg,0.011235955056179775,1.5,4.151616928258484,1,5,0,1
